0	test	100	CBTh	in-word	0.4392
0	test	100	CBTh	next-word	0.3671
0	test	100	RBTh	in-word	0.4769
0	test	100	RBTh	next-word	0.4243
0	test	100	CPBTh	in-word	0.4186
0	test	100	CPBTh	next-word	0.3531
0	test	100	RPBTh	in-word	0.4696
0	test	100	RPBTh	next-word	0.4244
0	test	100	STSTh	in-word	0.466
0	test	100	STSTh	next-word	0.3957
0	test	101	CBTh	in-word	0.4571
0	test	101	CBTh	next-word	0.4189
0	test	101	RBTh	in-word	0.4996
0	test	101	RBTh	next-word	0.4469
0	test	101	CPBTh	in-word	0.4685
0	test	101	CPBTh	next-word	0.383
0	test	101	RPBTh	in-word	0.4998
0	test	101	RPBTh	next-word	0.4414
0	test	101	STSTh	in-word	0.4662
0	test	101	STSTh	next-word	0.4179
0	test	102	CBTh	in-word	0.4646
0	test	102	CBTh	next-word	0.4216
0	test	102	RBTh	in-word	0.5206
0	test	102	RBTh	next-word	0.4083
0	test	102	CPBTh	in-word	0.4565
0	test	102	CPBTh	next-word	0.4162
0	test	102	RPBTh	in-word	0.5049
0	test	102	RPBTh	next-word	0.4565
0	test	102	STSTh	in-word	0.473
0	test	102	STSTh	next-word	0.4257
0	test	103	CBTh	in-word	0.4631
0	test	103	CBTh	next-word	0.4441
0	test	103	RBTh	in-word	0.5245
0	test	103	RBTh	next-word	0.4353
0	test	103	CPBTh	in-word	0.467
0	test	103	CPBTh	next-word	0.4193
0	test	103	RPBTh	in-word	0.53
0	test	103	RPBTh	next-word	0.4604
0	test	103	STSTh	in-word	0.4855
0	test	103	STSTh	next-word	0.4435
0	test	104	CBTh	in-word	0.4445
0	test	104	CBTh	next-word	0.4585
0	test	104	RBTh	in-word	0.5223
0	test	104	RBTh	next-word	0.448
0	test	104	CPBTh	in-word	0.4856
0	test	104	CPBTh	next-word	0.4545
0	test	104	RPBTh	in-word	0.511
0	test	104	RPBTh	next-word	0.4692
0	test	104	STSTh	in-word	0.4865
0	test	104	STSTh	next-word	0.4505
0	test	105	CBTh	in-word	0.5041
0	test	105	CBTh	next-word	0.4693
0	test	105	RBTh	in-word	0.5221
0	test	105	RBTh	next-word	0.498
0	test	105	CPBTh	in-word	0.528
0	test	105	CPBTh	next-word	0.4717
0	test	105	RPBTh	in-word	0.5487
0	test	105	RPBTh	next-word	0.5077
0	test	105	STSTh	in-word	0.5272
0	test	105	STSTh	next-word	0.4646
0	test	106	CBTh	in-word	0.5158
0	test	106	CBTh	next-word	0.4916
0	test	106	RBTh	in-word	0.5352
0	test	106	RBTh	next-word	0.4627
0	test	106	CPBTh	in-word	0.4521
0	test	106	CPBTh	next-word	0.446
0	test	106	RPBTh	in-word	0.518
0	test	106	RPBTh	next-word	0.4961
0	test	106	STSTh	in-word	0.4867
0	test	106	STSTh	next-word	0.4649
0	test	107	CBTh	in-word	0.5023
0	test	107	CBTh	next-word	0.4653
0	test	107	RBTh	in-word	0.5489
0	test	107	RBTh	next-word	0.4652
0	test	107	CPBTh	in-word	0.5366
0	test	107	CPBTh	next-word	0.4633
0	test	107	RPBTh	in-word	0.5218
0	test	107	RPBTh	next-word	0.4788
0	test	107	STSTh	in-word	0.5387
0	test	107	STSTh	next-word	0.4713
0	test	108	CBTh	in-word	0.4825
0	test	108	CBTh	next-word	0.4666
0	test	108	RBTh	in-word	0.5462
0	test	108	RBTh	next-word	0.476
0	test	108	CPBTh	in-word	0.5097
0	test	108	CPBTh	next-word	0.4559
0	test	108	RPBTh	in-word	0.5688
0	test	108	RPBTh	next-word	0.4742
0	test	108	STSTh	in-word	0.5283
0	test	108	STSTh	next-word	0.4703
0	test	109	CBTh	in-word	0.4508
0	test	109	CBTh	next-word	0.474
0	test	109	RBTh	in-word	0.538
0	test	109	RBTh	next-word	0.4521
0	test	109	CPBTh	in-word	0.4996
0	test	109	CPBTh	next-word	0.4597
0	test	109	RPBTh	in-word	0.5575
0	test	109	RPBTh	next-word	0.4884
0	test	109	STSTh	in-word	0.5043
0	test	109	STSTh	next-word	0.4818
